Date,Broilers_dpp
2024-06,8.86453627238907
2024-07,8.495015280220716
2024-08,9.224441414181708
2024-09,8.741082057384574
2024-10,9.463950560052771
2024-11,8.507288732447103
2024-12,8.287717762224675
2025-01,8.978849394087124
2025-02,7.871022163686401
2025-03,8.656885935492834
2025-04,8.118084938831894
2025-05,8.573941175774323
2025-06,8.633236206479811
2025-07,8.238445140821176
2025-08,8.891946769143694
2025-09,8.494738311959635
2025-10,9.045336176598505
2025-11,8.3143503523404
2025-12,8.113823358759106
2026-01,8.667056831168104
2026-02,7.805589957798272
2026-03,8.409372698598549
2026-04,7.995684786610169
2026-05,8.354209651791619
2026-06,8.39361797326049
2026-07,8.091088703166635
2026-08,8.605785425366452
2026-09,8.288755838266997
2026-10,8.725585223748405
2026-11,8.149184422712164
2026-12,7.9902275892837435
2027-01,8.427099214435506
2027-02,7.746118834772599
2027-03,8.223429597516185
2027-04,7.89496830279934
2027-05,8.180740909677693
2027-06,8.210688618776432
2027-07,7.9709643084250805
2027-08,8.379174891807683
2027-09,8.127198004101983
2027-10,8.474107194669449
2027-11,8.01721005650555
2027-12,7.890701324953462
2028-01,8.237638475539898
2028-02,7.698006983188917
2028-03,8.075682694822575
2028-04,7.816460752861298
2028-05,8.04187682822203
2028-06,8.065812768957711
2028-07,7.8764201586580205
2028-08,8.199061801273173
2028-09,7.9999075478621355
2028-10,8.274427532407314
2028-11,7.912671136960731
2028-12,7.812788179748663
2029-01,8.087227842878539
2029-02,7.660067635889822
2029-03,7.959150856659549
2029-04,7.753804576266296
2029-05,7.93231303825413
2029-06,7.951296673665226
2029-07,7.801281778428311
2029-08,8.056732696473752
2029-09,7.89908833878906
2029-10,8.1163614573712
2029-11,7.830033325545671
2029-12,7.750951523151024
2030-01,7.968187634566846
2030-02,7.630082950547401
2030-03,7.866807563867193
2030-04,7.7042772970206395
2030-05,7.84557092857913
2030-06,7.86059308986323
2030-07,7.741857286098902
2030-08,7.944055753443398
2030-09,7.81927223374956
2030-10,7.991252643521231
2030-11,7.764614098932552
2030-12,7.70201781299747
2031-01,7.873967494751279
2031-02,7.606344113808914
2031-03,7.793721941608777
2031-04,7.665069852479437
2031-05,7.776913170611844
2031-06,7.788802358879455
2031-07,7.694816860797152
2031-08,7.8548676198747005
2031-09,7.756094356142843
2031-10,7.8922258341084905
2031-11,7.712830686452865
2031-12,7.663281858796709
2032-01,7.799389148354985
2032-02,7.587552518088703
2032-03,7.735870294250558
2032-04,7.6340371948243035
